Título,Link da Oferta,Desconto,Preço Promocional,Preço Normal
Otoko Cross: Pretty Boys Dropout! PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA17261_00-OTOKODROPOUT0000,-40%,"R$22,50","R$37,50"
Revita,https://store.playstation.com/pt-br/product/UP1309-PPSA13574_00-REVITAPS5SIEA000,-30%,"R$62,93","R$89,90"
Mr. Prepper,https://store.playstation.com/pt-br/product/UP5805-CUSA31650_00-8963598294931878,-70%,"R$24,75","R$82,50"
I'm in Love With Your Dead Grandmother,https://store.playstation.com/pt-br/product/UP7605-CUSA34623_00-1140204981803871,-30%,"R$18,83","R$26,90"
Shenmue III - Battle Rally,https://store.playstation.com/pt-br/product/UP2047-CUSA12289_00-ADDCONTENT000003,-90%,"R$3,19","R$31,90"
Shenmue III - Big Merry Cruise,https://store.playstation.com/pt-br/product/UP2047-CUSA12289_00-ADDCONTENT000002,-90%,"R$1,59","R$15,90"
Shenmue III - Story Quest Pack,https://store.playstation.com/pt-br/product/UP2047-CUSA12289_00-ADDCONTENT000001,-90%,"R$2,15","R$21,50"
Nova Lands,https://store.playstation.com/pt-br/product/UP4416-CUSA40982_00-0088816963154750,-25%,"R$78,67","R$104,90"
39 Dias para Marte,https://store.playstation.com/pt-br/product/UP5315-CUSA17061_00-MARS000000000001,-34%,"R$52,73","R$79,90"
She Sees Red - Interactive Movie,https://store.playstation.com/pt-br/product/UP5875-CUSA25365_00-1819942754157859,-50%,"R$26,95","R$53,90"
Deep Diving Adventures,https://store.playstation.com/pt-br/product/UP1139-CUSA32727_00-5169176745194337,-90%,"R$10,49","R$104,90"
Doctor Who: The Edge of Reality,https://store.playstation.com/pt-br/product/UP5843-CUSA25642_00-DRWHOEORPS4A0001,-70%,"R$47,97","R$159,90"
NEKOPARA Vol.1,https://store.playstation.com/pt-br/product/UP0287-CUSA12297_00-NEKOPARA010000US,-80%,"R$15,98","R$79,90"
Nine Parchments,https://store.playstation.com/pt-br/product/UP4029-CUSA05984_00-NINEPARCHMENTS00,-75%,"R$26,22","R$104,90"
Shining Resonance Refrain,https://store.playstation.com/pt-br/product/UP0177-CUSA10882_00-SHININGRESREF100,-80%,"R$24,98","R$124,90"
Mech Armada,https://store.playstation.com/pt-br/product/UP6667-PPSA07395_00-MECHARMADA123456,-75%,"R$26,22","R$104,90"
Terror of Hemasaurus,https://store.playstation.com/pt-br/product/UP2187-CUSA37229_00-6466513943967043,-50%,"R$37,25","R$74,50"
A Building Full of Cats,https://store.playstation.com/pt-br/product/UP6989-CUSA40468_00-0968276241143781,-40%,"R$9,54","R$15,90"
Professional Construction - The Simulation,https://store.playstation.com/pt-br/product/UP2715-CUSA08040_00-PROCONSTPS4US000,-75%,"R$33,47","R$133,90"
Long Gone Days,https://store.playstation.com/pt-br/product/UP0604-PPSA17082_00-0317064295534294,-25%,"R$100,42","R$133,90"
The Tale of Onogoro,https://store.playstation.com/pt-br/product/UP1181-PPSA12648_00-0649102901900948,-30%,"R$122,15","R$174,50"
The Tale of Onogoro Soundtrack Edition,https://store.playstation.com/pt-br/product/UP1181-PPSA12648_00-0730723610839821,-30%,"R$152,25","R$217,50"
Castle Renovator,https://store.playstation.com/pt-br/product/UP5805-CUSA32322_00-1446829245492455,-70%,"R$23,25","R$77,50"
Behind the Frame: The Finest Scenery,https://store.playstation.com/pt-br/product/UP3385-CUSA33070_00-SLBEHINDTHEFRAME,-40%,"R$41,94","R$69,90"
Stikbold! A Dodgeball Adventure,https://store.playstation.com/pt-br/product/UP4395-CUSA04061_00-STIKBOLDSCEAPS40,-80%,"R$10,78","R$53,90"
Humvee Assault: War 3D FPS,https://store.playstation.com/pt-br/product/UB0465-CUSA46604_00-0176588409545015,-30%,"R$37,73","R$53,90"
Pacote de Skin Autobot Batalha,https://store.playstation.com/pt-br/product/UP3824-CUSA17596_00-8788772162219953,-50%,"R$10,75","R$21,50"
Pacote de Skin Autobot Energon,https://store.playstation.com/pt-br/product/UP3824-CUSA17596_00-1126731807040721,-50%,"R$10,75","R$21,50"
Pacote de Skin Autobot Ouro,https://store.playstation.com/pt-br/product/UP3824-CUSA17596_00-8017375186042652,-50%,"R$10,75","R$21,50"
Pacote de Skins do Bumblebee (Nemesis Prime & Goldfire),https://store.playstation.com/pt-br/product/UP3824-CUSA17596_00-2769207147722106,-50%,"R$5,45","R$10,90"
Pacote de Skin Autobot Neon,https://store.playstation.com/pt-br/product/UP3824-CUSA17596_00-7471911945545229,-50%,"R$10,75","R$21,50"
TRANSFORMERS: CAMPOS DE BATALHA,https://store.playstation.com/pt-br/product/UP3824-CUSA17596_00-TRANSFOBASEGAME0,-60%,"R$53,56","R$133,90"
TRANSFORMERS: CAMPOS DE BATALHA – PONTE ESPACIAL FRAGMENTADA,https://store.playstation.com/pt-br/product/UP3824-CUSA17596_00-4728194785647046,-60%,"R$21,56","R$53,90"
DEAD OR SCHOOL,https://store.playstation.com/pt-br/product/UP4680-CUSA17637_00-0000000000000000,-80%,"R$29,90","R$149,50"
Hidden Paws,https://store.playstation.com/pt-br/product/UP6989-CUSA37234_00-6074101853012586,-20%,"R$17,20","R$21,50"
Banner of the Maid,https://store.playstation.com/pt-br/product/UP4357-CUSA19066_00-CEASIAAFBOTMA001,-75%,"R$22,47","R$89,90"
Banner of the Maid - The Oriental Pirate,https://store.playstation.com/pt-br/product/UP4357-CUSA19066_00-CEASIAAFBOTMAP02,-50%,"R$13,45","R$26,90"
The Survivalists - Deluxe Edition,https://store.playstation.com/pt-br/product/UP4064-CUSA16273_00-SURVIVALISTSDE00,-85%,"R$7,27","R$48,50"
R-Type Dimensions EX,https://store.playstation.com/pt-br/product/UP2038-CUSA14355_00-RTYPEDIMENSIONSA,-50%,"R$39,95","R$79,90"
Hidden Through Time,https://store.playstation.com/pt-br/product/UP1725-CUSA18631_00-0000000000444444,-50%,"R$21,45","R$42,90"
Hidden Through Time - Complete Edition,https://store.playstation.com/pt-br/product/UP1725-CUSA18631_00-0198354613803914,-33%,"R$56,88","R$84,90"
Hidden Through Time - Deluxe Edition,https://store.playstation.com/pt-br/product/UP1725-CUSA18631_00-0589142228715928,-40%,"R$35,70","R$59,50"
Farworld Pioneers,https://store.playstation.com/pt-br/product/UP0097-PPSA13376_00-0944907986599879,-50%,"R$39,95","R$79,90"
Action Arcade Wrestling,https://store.playstation.com/pt-br/product/UP2059-CUSA07228_00-9F923BDA7D66F600,-50%,"R$39,95","R$79,90"
Angels of Death,https://store.playstation.com/pt-br/product/UP0969-CUSA27719_00-000ANGELSOFDEATH,-40%,"R$47,94","R$79,90"
Matchpoint - Tennis Championships | Legends Edition PS4 & PS5,https://store.playstation.com/pt-br/product/UP2060-PPSA03721_00-MATCHPOINTLEGEND,-35%,"R$178,42","R$274,50"
Oceanhorn - Monster of Uncharted Seas,https://store.playstation.com/pt-br/product/UP0760-CUSA05010_00-OCEANHORN0000001,-75%,"R$19,97","R$79,90"
Forklift Extreme: Deluxe Edition,https://store.playstation.com/pt-br/product/UB0227-CUSA45353_00-FORKLIFTDA000001,-50%,"R$39,95","R$79,90"
Darkwood – Pacote de Edição Especial,https://store.playstation.com/pt-br/product/UP2764-CUSA13413_00-DARKWOODBUNDLE00,-50%,"R$47,45","R$94,90"
There is No Light,https://store.playstation.com/pt-br/product/UP4416-CUSA44525_00-0818233415242669,-50%,"R$52,45","R$104,90"
Road 96: Mile 0 - Full Journey,https://store.playstation.com/pt-br/product/UP3763-PPSA07585_00-MILE0BUNDLE1SIEA,-65%,"R$47,07","R$134,50"
Wonder Boy: The Dragon's Trap,https://store.playstation.com/pt-br/product/UP1482-CUSA07029_00-DOTWBDRAGONSTRAP,-70%,"R$31,47","R$104,90"
ADR1FT,https://store.playstation.com/pt-br/product/UP4040-CUSA02572_00-ADR1FTGAME000001,-75%,"R$24,87","R$99,50"
Arcadian Atlas,https://store.playstation.com/pt-br/product/UP0604-PPSA18297_00-0152288128844050,-20%,"R$83,92","R$104,90"
Blightbound,https://store.playstation.com/pt-br/product/UP3643-CUSA23171_00-BLIGHTBOUNDUS000,-65%,"R$36,71","R$104,90"
Joe's Diner,https://store.playstation.com/pt-br/product/UP2715-CUSA03807_00-JOESDINERPS4US00,-75%,"R$26,22","R$104,90"
Megadimension Neptunia VII,https://store.playstation.com/pt-br/product/UP0031-CUSA03133_00-GAME000000000000,-60%,"R$39,80","R$99,50"
Virgo Versus The Zodiac,https://store.playstation.com/pt-br/product/UB0067-PPSA16973_00-0318386289274421,-25%,"R$78,67","R$104,90"
Wildshade: Unicorn Champions,https://store.playstation.com/pt-br/product/UP6665-PPSA15734_00-WS00000000000000,-60%,"R$79,80","R$199,50"
Sakura Succubus 4 PS4 & PS5,https://store.playstation.com/pt-br/product/UP6472-PPSA04574_00-SAKURASUCCUBUS40,-50%,"R$26,95","R$53,90"
Sakura MMO 2 PS4 & PS5,https://store.playstation.com/pt-br/product/UP6472-PPSA09908_00-SAKURAMMO2000000,-50%,"R$21,45","R$42,90"
Overcooked: Gourmet Edition,https://store.playstation.com/pt-br/product/UP4064-CUSA05724_00-OVERCOOKEDBUN001,-80%,"R$20,98","R$104,90"
Strategic Mind Bundle: Blitzkrieg & The Pacific,https://store.playstation.com/pt-br/product/UP4713-CUSA28128_00-4267385754288422,-65%,"R$92,71","R$264,90"
Chess Gambit,https://store.playstation.com/pt-br/product/UP8089-CUSA40209_00-0794257419563677,-40%,"R$32,34","R$53,90"
America Wild Hunting,https://store.playstation.com/pt-br/product/UP7552-CUSA38306_00-2000653248828199,-40%,"R$16,14","R$26,90"
Do Not Open,https://store.playstation.com/pt-br/product/UP0814-CUSA25383_00-1914334919260922,-65%,"R$43,57","R$124,50"
Everyday Heroes Bundle,https://store.playstation.com/pt-br/product/UP2715-CUSA06771_00-HEROESBUNDNA0000,-75%,"R$46,97","R$187,90"
Firefighters – The Simulation,https://store.playstation.com/pt-br/product/UP2715-CUSA06771_00-FIREFIGHT17PS4US,-75%,"R$37,37","R$149,50"
Firefighters - The Simulation Platinum Bundle,https://store.playstation.com/pt-br/product/UP2715-CUSA06771_00-FIREBUNDLEPS4NA0,-75%,"R$46,97","R$187,90"
International Basketball,https://store.playstation.com/pt-br/product/UP7552-CUSA45496_00-0015598061543511,-30%,"R$18,83","R$26,90"
Metal Wolf Chaos XD,https://store.playstation.com/pt-br/product/UP3643-CUSA15879_00-METALWOLFCHAOSXD,-50%,"R$51,95","R$103,90"
Pumped BMX +,https://store.playstation.com/pt-br/product/UP4395-CUSA02492_00-PUMPED2SCEAPS400,-90%,"R$5,39","R$53,90"
Rainbow Skies,https://store.playstation.com/pt-br/product/UP2005-CUSA03444_00-RAINBOWSKIES0001,-70%,"R$47,97","R$159,90"
Shadow Warrior,https://store.playstation.com/pt-br/product/UP3643-CUSA00628_00-SHADOWWARRIOR000,-80%,"R$24,98","R$124,90"
Strategic Mind: Spectre of Communism,https://store.playstation.com/pt-br/product/UP4713-CUSA34487_00-SPECTRECOMMUNISM,-45%,"R$87,94","R$159,90"
Tamarin™,https://store.playstation.com/pt-br/product/UP5690-CUSA16307_00-TAMARIN0000001US,-70%,"R$47,97","R$159,90"
Ultra Age,https://store.playstation.com/pt-br/product/UP4873-CUSA14637_00-ULTRAAGEPS400000,-50%,"R$74,75","R$149,50"
VR Ping Pong Pro,https://store.playstation.com/pt-br/product/UP1260-CUSA15548_00-VRPPP00000000001,-90%,"R$12,45","R$124,50"
Dawn of the Monsters PS4 & PS5,https://store.playstation.com/pt-br/product/UP2053-PPSA04266_00-2282455793341111,-50%,"R$79,95","R$159,90"
Skydrift Infinity,https://store.playstation.com/pt-br/product/UP4389-CUSA13660_00-SKYDRIFTHDUS0000,-40%,"R$44,70","R$74,50"
0 Degrees,https://store.playstation.com/pt-br/product/UP2005-CUSA27424_00-ZERODEGREES00000,-70%,"R$8,07","R$26,90"
Falling Out,https://store.playstation.com/pt-br/product/UP7680-CUSA34332_00-7382101385426449,-67%,"R$11,51","R$34,90"
Math Fun,https://store.playstation.com/pt-br/product/UP3362-CUSA41672_00-0071919103795134,-80%,"R$8,58","R$42,90"
16-Bit Soccer,https://store.playstation.com/pt-br/product/UP4786-CUSA24142_00-SBSPS40000000001,-67%,"R$10,52","R$31,90"
How to Survive: Storm Warning Edition,https://store.playstation.com/pt-br/product/UP4040-CUSA00660_00-HOWTOSURVIVE0001,-75%,"R$26,22","R$104,90"
Figment,https://store.playstation.com/pt-br/product/UP0810-CUSA14660_00-BEDTIMEDGFIGMENT,-70%,"R$25,05","R$83,50"
Rise of the Third Power,https://store.playstation.com/pt-br/product/UP4127-CUSA28517_00-R3PUS00000000000,-40%,"R$62,94","R$104,90"
Namariel Legends - Iron Lord,https://store.playstation.com/pt-br/product/UP1643-CUSA40544_00-NAMARIELLJDPS4US,-15%,"R$67,91","R$79,90"
Outward - Os Soroboreanos,https://store.playstation.com/pt-br/product/UP2047-CUSA10865_00-OUTWARDSOROBOR00,-75%,"R$19,97","R$79,90"
Outward: Os Três Irmãos,https://store.playstation.com/pt-br/product/UP2047-CUSA10865_00-OUTWARDTTBUS0000,-75%,"R$26,22","R$104,90"
The Spirit and the Mouse,https://store.playstation.com/pt-br/product/UP2775-CUSA40793_00-0798519345461674,-45%,"R$57,69","R$104,90"
Jewel Fever 2,https://store.playstation.com/pt-br/product/UP4786-CUSA14396_00-JF24567890123456,-67%,"R$10,52","R$31,90"
Titan Souls,https://store.playstation.com/pt-br/product/UP3643-CUSA01598_00-DEVOTITANSOULS01,-80%,"R$15,98","R$79,90"
AER - Memories of Old,https://store.playstation.com/pt-br/product/UP1440-CUSA09210_00-DAENAAER00000001,-90%,"R$6,25","R$62,50"
Splasher,https://store.playstation.com/pt-br/product/UP1309-CUSA06396_00-0000000000000000,-80%,"R$14,90","R$74,50"
The Incredible Adventures of Van Helsing III,https://store.playstation.com/pt-br/product/UP1263-CUSA15225_00-VHIIIUS000000001,-90%,"R$6,25","R$62,50"
The Incredible Adventures of Van Helsing: Complete Trilogy,https://store.playstation.com/pt-br/product/UP1263-CUSA15225_00-VHCOMLPTRILOGYUS,-90%,"R$23,99","R$239,90"
moon,https://store.playstation.com/pt-br/product/UP5584-CUSA23655_00-4249331776776881,-30%,"R$69,93","R$99,90"
Pink Pong,https://store.playstation.com/pt-br/product/UP7668-CUSA38366_00-2393562403183156,-20%,"R$6,32","R$7,90"
Ice Station Z,https://store.playstation.com/pt-br/product/UP3789-CUSA31096_00-8599022951151127,-40%,"R$16,14","R$26,90"
Ice Station Z - Frosty Skin,https://store.playstation.com/pt-br/product/UP3789-CUSA31096_00-FRO0000000000003,-40%,"R$6,54","R$10,90"
Ice Station Z - Gold Skin,https://store.playstation.com/pt-br/product/UP3789-CUSA31096_00-GOL0000000000003,-40%,"R$6,54","R$10,90"
Ice Station Z - Inferno Skin,https://store.playstation.com/pt-br/product/UP3789-CUSA31096_00-INF0000000000004,-40%,"R$6,54","R$10,90"
Ice Station Z - Punk Skin,https://store.playstation.com/pt-br/product/UP3789-CUSA31096_00-PUN0000000000003,-40%,"R$6,54","R$10,90"
Ice Station Z - Skull Skin,https://store.playstation.com/pt-br/product/UP3789-CUSA31096_00-SKU0000000000003,-40%,"R$6,54","R$10,90"
Ice Station Z - Tiger Skin,https://store.playstation.com/pt-br/product/UP3789-CUSA31096_00-TIG0000000000003,-40%,"R$6,54","R$10,90"
Knights of Pen & Paper 2 Deluxiest Edition,https://store.playstation.com/pt-br/product/UP1309-CUSA12693_00-KOPP2DELUXIESTED,-75%,"R$19,97","R$79,90"
Knights of Pen and Paper Bundle,https://store.playstation.com/pt-br/product/UP1309-CUSA12693_00-KOPP0BUNDLE0SIEA,-75%,"R$37,97","R$151,90"
Creaks,https://store.playstation.com/pt-br/product/UP4360-CUSA18647_00-CREAKSPS400001US,-70%,"R$31,47","R$104,90"
Machinarium + Creaks Bundle,https://store.playstation.com/pt-br/product/UP4360-CUSA18647_00-8056241043715633,-73%,"R$47,49","R$175,90"
Air Hockey,https://store.playstation.com/pt-br/product/UP3803-CUSA24265_00-7291213414989075,-80%,"R$10,78","R$53,90"
Darts,https://store.playstation.com/pt-br/product/UP3803-CUSA25625_00-0698181467590977,-80%,"R$10,78","R$53,90"
Galagi Shooter PS4 & PS5,https://store.playstation.com/pt-br/product/UP7552-CUSA33901_00-6164805279024210,-30%,"R$18,83","R$26,90"
Stories Untold,https://store.playstation.com/pt-br/product/UP3643-CUSA17597_00-STORIESUNTOLDUS0,-75%,"R$13,47","R$53,90"
World Quiz,https://store.playstation.com/pt-br/product/UP3515-CUSA30200_00-WORLDQUIZUSA0000,-70%,"R$14,85","R$49,50"
Train Sim World®: Arosalinie: Chur - Arosa TSW2 & TSW3 Compatible,https://store.playstation.com/pt-br/product/UP3004-PPSA07619_00-TSW3AROSALINEDLC,-60%,"R$63,96","R$159,90"
Train Sim World®: Cathcart Circle Line: Glasgow - Newton & Neilston TSW2 & TSW3 Compatible,https://store.playstation.com/pt-br/product/UP3004-PPSA07619_00-TSW3CATHCARTLINE,-60%,"R$63,96","R$159,90"
Train Sim World®: Isle of Wight TSW2 & TSW2 Compatible,https://store.playstation.com/pt-br/product/UP3004-PPSA07619_00-TSW3ISLEOFWIGHT0,-60%,"R$53,56","R$133,90"
Train Sim World®: LGV Méditerranée: Marseille - Avignon TSW2 & TSW3 Compatible,https://store.playstation.com/pt-br/product/UP3004-PPSA07619_00-TSW3LGVMEDIROUTE,-70%,"R$47,97","R$159,90"
Train Sim World®: Main Spessart Bahn: Aschaffenburg - Gemünden TSW2 & TSW3 Compatible,https://store.playstation.com/pt-br/product/UP3004-PPSA07619_00-TSW3MAINSPESBAHN,-60%,"R$53,56","R$133,90"
Train Sim World®: Northern Trans-Pennine TSW2 & TSW3 Compatible,https://store.playstation.com/pt-br/product/UP3004-PPSA07619_00-TSW3NTRANPENNINE,-50%,"R$66,95","R$133,90"
Train Sim World®: Ruhr Sieg Nord TSW2 & TSW3 Compatible,https://store.playstation.com/pt-br/product/UP3004-PPSA07619_00-TSW3RUHRSIEGNORD,-50%,"R$66,95","R$133,90"
Train Sim World®: Tees Valley Line: Darlington - Saltburn-by-the-Sea TSW2 & TSW3 Compatible,https://store.playstation.com/pt-br/product/UP3004-PPSA07619_00-TSW3TEESVALLEYLN,-50%,"R$66,95","R$133,90"
Time Rift,https://store.playstation.com/pt-br/product/UP6718-CUSA33985_00-1950353438700700,-50%,"R$26,95","R$53,90"
Double Dragon IV,https://store.playstation.com/pt-br/product/UP0036-CUSA07236_00-DD4MASTERNA00000,-50%,"R$18,75","R$37,50"
NeverAwake,https://store.playstation.com/pt-br/product/UP8068-PPSA09757_00-0000000000000000,-30%,"R$93,73","R$133,90"
Farm Manager 2022,https://store.playstation.com/pt-br/product/UP5805-CUSA32728_00-0912167204033884,-60%,"R$33,00","R$82,50"
Avatar Full Game Bundle Tanks vs Tanks,https://store.playstation.com/pt-br/product/UP1415-CUSA26725_00-0722319356551404,-50%,"R$6,75","R$13,50"
Tanks vs Tanks,https://store.playstation.com/pt-br/product/UP1415-CUSA26725_00-7596918897149734,-50%,"R$6,75","R$13,50"
Aquarium Land,https://store.playstation.com/pt-br/product/UP2833-CUSA45422_00-0919682003357821,-35%,"R$17,48","R$26,90"
Aquarium Land: Armadillo,https://store.playstation.com/pt-br/product/UP2833-CUSA45422_00-0263714050353787,-20%,"R$8,72","R$10,90"
Aquarium Land: Baby Seal,https://store.playstation.com/pt-br/product/UP2833-CUSA45422_00-0934452410465790,-20%,"R$8,72","R$10,90"
Aquarium Land: Parrot,https://store.playstation.com/pt-br/product/UP2833-CUSA45422_00-0905406838540787,-20%,"R$8,72","R$10,90"
Aquarium Land: Puppy,https://store.playstation.com/pt-br/product/UP2833-CUSA45422_00-0253319948975854,-20%,"R$8,72","R$10,90"
The Surge - Augmented Edition,https://store.playstation.com/pt-br/product/UP4133-CUSA04733_00-THESURGEAUGMENED,-75%,"R$33,47","R$133,90"
Mystical Mixing,https://store.playstation.com/pt-br/product/UP2833-CUSA43233_00-0652849321034466,-40%,"R$16,14","R$26,90"
Mystical Mixing Arcane Ingredients,https://store.playstation.com/pt-br/product/UP2833-CUSA43233_00-0807642256293559,-20%,"R$8,72","R$10,90"
Mystical Mixing: Wand and Frog,https://store.playstation.com/pt-br/product/UP2833-CUSA43233_00-0281569098441434,-20%,"R$8,72","R$10,90"
Rubber Bandits: Animal Bandits Bundle,https://store.playstation.com/pt-br/product/UP3731-CUSA28596_00-0279422717944576,-50%,"R$41,25","R$82,50"
Rubber Bandits: Starter Bundle,https://store.playstation.com/pt-br/product/UP3731-CUSA28596_00-0040365953166918,-50%,"R$30,95","R$61,90"
Rubber Bandits: Supporter Bundle,https://store.playstation.com/pt-br/product/UP3731-CUSA28596_00-0825031485332896,-50%,"R$61,45","R$122,90"
BlazeRush,https://store.playstation.com/pt-br/product/UP4287-CUSA03187_00-HDD0000000000000,-65%,"R$18,86","R$53,90"
10 Second Ninja X,https://store.playstation.com/pt-br/product/UP4395-CUSA04748_00-10SECNINJAPS4US0,-90%,"R$5,39","R$53,90"
Citizens Unite!: Earth x Space,https://store.playstation.com/pt-br/product/UP2500-CUSA24514_00-US0CITIZENSU0PS4,-50%,"R$79,95","R$159,90"
Conan Chop Chop,https://store.playstation.com/pt-br/product/UP1850-CUSA16361_00-CONANCHOPCHOP001,-60%,"R$41,96","R$104,90"
Don't Knock Twice,https://store.playstation.com/pt-br/product/UP4459-CUSA06502_00-DONTKNOCKTWICE00,-66%,"R$28,39","R$83,50"
Iron Wings,https://store.playstation.com/pt-br/product/UP3165-CUSA42585_00-IRONWINGSPS4AMER,-60%,"R$39,80","R$99,50"
Mega Man Battle Network Legacy Collection Vol. 1,https://store.playstation.com/pt-br/product/UP0102-CUSA31426_00-MMBNC10000000000,-50%,"R$92,45","R$184,90"
Mega Man Battle Network Legacy Collection Vol. 2,https://store.playstation.com/pt-br/product/UP0102-CUSA31429_00-MMBNC20000000000,-50%,"R$92,45","R$184,90"
Metro Simulator,https://store.playstation.com/pt-br/product/UP2715-CUSA27910_00-METROSIMPS4NA000,-75%,"R$26,22","R$104,90"
Minoria,https://store.playstation.com/pt-br/product/UP4127-CUSA19057_00-MINORIAUS0000000,-50%,"R$52,45","R$104,90"
Moons of Madness,https://store.playstation.com/pt-br/product/UP1850-CUSA15373_00-MOONSOFMADNESS01,-60%,"R$63,96","R$159,90"
NOBUNAGA'S AMBITION: Sphere of Influence,https://store.playstation.com/pt-br/product/UP4108-CUSA02033_00-SOUZOUWPK0000000,-60%,"R$119,96","R$299,90"
Space Hulk: Tactics,https://store.playstation.com/pt-br/product/UP4133-CUSA11101_00-SPACEHULKTACTICS,-80%,"R$14,90","R$74,50"
